title,opening_date,closing_date,year,year_closed,theatre_name,production_type,show_type,n_performances,show_never_opened,revival,pre_broadway,limited_run,repertory,id,theatre_id
At the Lower Harbor,1900-01-22,N/A,1900,N/A,American Theatre,Original,Musical,8.0,0,0,0,0,0,1113,5651
The Belle of New York,1900-01-22,N/A,1900,N/A,Casino Theatre,Revival,Musical,24.0,0,1,0,0,0,1115,7167
The Bohemian Girl,1900-03-26,N/A,1900,N/A,American Theatre,Revival,Opera,8.0,0,1,0,0,0,1117,7125
The Chimes of Normandy,1900-01-29,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1119,7125
Falka,1900-03-05,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1120,7125
Die Fledermaus,1900-01-01,N/A,1900,N/A,American Theatre,Revival,Musical,9.0,0,1,0,0,0,1121,7125
H.M.S. Pinafore,1900-04-09,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1124,7125
A Hot Old Time,1900-04-12,N/A,1900,N/A,Victoria Theatre,Revival,Musical,28.0,0,1,0,0,0,1125,7480
Iolanthe,1900-01-08,N/A,1900,N/A,American Theatre,Revival,Opera,8.0,0,1,0,0,0,1126,7125
The Magic Melody,1900-01-22,N/A,1900,N/A,American Theatre,Original,Musical,8.0,0,0,0,0,0,1129,5651
The Mikado,1900-04-16,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1131,7125
A Million Dollars,1900-09-27,N/A,1900,N/A,New York Theatre,Original,Musical,28.0,0,0,0,0,0,1132,5331
The Rounders,1900-06-25,N/A,1900,N/A,Casino Theatre,Revival,Musical,36.0,0,1,0,0,0,1133,7167
A Night in Venice,1900-04-30,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1134,7125
Patience,1900-03-19,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1135,7125
The Pirates of Penzance,1900-02-05,N/A,1900,N/A,American Theatre,Revival,Musical,8.0,0,1,0,0,0,1136,7125
A Romance of Athlone,1900-01-29,N/A,1900,N/A,Haverly's 14th Street Theatre,Original,Play,41.0,0,0,0,0,0,1140,7090
A Royal Rogue,1900-12-24,N/A,1900,N/A,Broadway Theatre,Original,Musical,30.0,0,0,0,0,0,1141,5017
A Runaway Girl,1900-04-23,1900-06-02,1900,1900.0,Daly's Theatre,Revival,Musical,40.0,0,1,0,0,0,1142,7561
Sons of Ham,1900-10-15,N/A,1900,N/A,Star Theatre,Original,Musical,8.0,0,0,0,0,0,1145,7557
Nell Gwynne,1901-05-06,N/A,1901,N/A,Koster and Bial's Music Hall,Revival,Musical,12.0,0,1,0,0,0,1160,7661
A Trip to Buffalo,1902-03-24,N/A,1902,N/A,Star Theatre,Original,Musical,9.0,0,0,0,0,0,1185,7557
A Son of Rest,1903-08-17,N/A,1903,N/A,Haverly's 14th Street Theatre,Original,Musical,16.0,0,0,0,0,0,1202,7090
Zig-Zag Alley,1903-01-19,N/A,1903,N/A,Star Theatre,Original,Musical,8.0,0,0,0,0,0,1207,7557
Fatinitza,1904-12-26,N/A,1904,N/A,Broadway Theatre,N/A,Musical,35.0,0,0,0,0,0,1212,5017
In Dahomey,1904-08-27,N/A,1904,N/A,Grand Opera House,Revival,Musical,17.0,0,1,0,0,0,1219,5720
The Old Homestead,1904-09-12,N/A,1904,N/A,New York Theatre,N/A,Play,61.0,0,0,0,0,0,1225,5331
Bankers and Brokers,1905-09-04,N/A,1905,N/A,West End Theatre,Original,Musical,24.0,0,0,0,0,0,1236,6622
Boccaccio,1905-02-27,1905-03-25,1905,1905.0,Broadway Theatre,Revival,Musical,N/A,0,1,0,0,0,1240,5017
Giroflé-Girofla,1905-01-31,N/A,1905,N/A,Broadway Theatre,N/A,Musical,16.0,0,0,0,0,0,1247,5017
His Honor the Mayor of the Bowery,1905-01-07,N/A,1905,N/A,Murray Hill Theatre,Original,Musical,9.0,0,0,0,0,0,1248,7396
A Hot Old Time,1905-05-27,N/A,1905,N/A,Murray Hill Theatre,Revival,Musical,9.0,0,1,0,0,0,1249,7396
A Jolly Baron,1905-09-04,N/A,1905,N/A,Haverly's 14th Street Theatre,Original,Musical,N/A,0,0,0,0,0,1254,7090
Simple Simon Simple,1905-10-30,N/A,1905,N/A,West End Theatre,Original,Musical,8.0,0,0,0,0,0,1262,6622
Sinbad,1905-02-27,N/A,1905,N/A,Murray Hill Theatre,Original,Musical,9.0,0,0,0,0,0,1263,7396
The Watch on the Rhine,1905-03-20,N/A,1905,N/A,Murray Hill Theatre,Revival,Musical,9.0,0,1,0,0,0,1265,7396
Around the Clock,1906-10-29,N/A,1906,N/A,American Theatre,Original,Musical,8.0,0,0,0,0,0,1268,7125
The Ham Tree,1906-07-30,N/A,1906,N/A,New York Theatre,Original,Revue,40.0,0,0,0,0,0,1274,5331
The Auto Race,1907-11-25,1908-05-23,1907,1908.0,Hippodrome Theatre,Original,Revue,312.0,0,0,0,0,0,1290,5372
The Bad Boy and His Teddy Bears,1907-12-23,1908-01-18,1907,1908.0,Lincoln Square Theatre,Original,N/A,44.0,0,0,0,0,0,1291,5892
The Battle of Port Arthur,1907-11-25,1908-05-23,1907,1908.0,Hippodrome Theatre,Original,Musical,312.0,0,0,0,0,0,1292,5372
The Cat and the Fiddle,1907-12-16,N/A,1907,N/A,West End Theatre,Original,Musical,8.0,0,0,0,0,0,1296,6622
Fascinating Flora,1907-05-20,N/A,1907,N/A,Casino Theatre,Original,Musical,113.0,0,0,0,0,0,1298,7167
"George Washington, Jr.",1907-02-11,N/A,1907,N/A,New York Theatre,Original,Musical,40.0,0,0,0,0,0,1301,5331
His Honor the Mayor,1907-06-03,N/A,1907,N/A,Chickering Hall,Revival,Musical,16.0,0,1,0,0,0,1309,7566
The Honeymooners,1907-06-03,1907-08-24,1907,1907.0,Aerial Gardens,Original,Musical,72.0,0,0,0,0,0,1310,7114
"Not Yet, But Soon",1907-03-04,N/A,1907,N/A,American Theatre,Original,Musical,8.0,0,0,0,0,0,1323,7125
The Old Homestead,1907-09-30,N/A,1907,N/A,Academy of Music,Revival,Play,40.0,0,1,0,0,0,1325,5339
The Prince of Pilsen,1907-05-06,N/A,1907,N/A,Academy of Music,Original,Musical,32.0,0,0,0,0,0,1330,5339
The Rogers Brothers in Panama,1907-09-02,N/A,1907,N/A,Broadway Theatre,Original,Musical,71.0,0,0,0,0,0,1331,5017
The Talk of New York,1907-12-03,1908-09-27,1907,1908.0,Knickerbocker Theatre,Original,Musical,173.0,0,0,0,0,0,1335,5300
Bandanna Land,1908-02-03,1908-04-18,1908,1908.0,Majestic Theatre,Original,Musical,89.0,0,0,0,0,0,1343,5052
The Battle of the Skies,1908-09-05,1909-05-29,1908,1909.0,Hippodrome Theatre,Original,Musical,448.0,0,0,0,0,0,1344,5372
The Merry Widow Burlesque,1908-01-02,N/A,1908,N/A,Weber and Fields' Music Hall,Original,N/A,156.0,0,0,0,0,0,1348,7487
Cohan and Harris Minstrels [1908],1908-08-03,N/A,1908,N/A,New York Theatre,Original,N/A,32.0,0,0,0,0,0,1350,5331
Fifty Miles from Boston,1908-02-03,N/A,1908,N/A,Lyric Theatre,Original,N/A,40.0,0,0,0,0,0,1351,5049
The Gay Musician,1908-05-18,N/A,1908,N/A,Chickering Hall,Original,Musical,21.0,0,0,0,0,0,1355,7566
The Golden Butterfly,1908-10-12,N/A,1908,N/A,Broadway Theatre,Original,Musical,48.0,0,0,0,0,0,1357,5017
Little Nemo,1908-10-20,1909-01-23,1908,1909.0,New Amsterdam Theatre,Original,Musical,111.0,0,0,0,0,0,1358,5169
The Merry Widow and the Devil,1908-11-16,N/A,1908,N/A,West End Theatre,Original,Burlesque,24.0,0,0,0,0,0,1362,6622
The Old Homestead,1908-10-05,N/A,1908,N/A,Academy of Music,Revival,Play,24.0,0,1,0,0,0,1370,5339
A Parisian Model,1908-01-06,1908-01-25,1908,1908.0,Broadway Theatre,Original,Musical,21.0,0,0,0,0,0,1371,5017
Sporting Days,1908-09-05,1909-05-29,1908,1909.0,Hippodrome Theatre,Original,Musical,448.0,0,0,0,0,0,1379,5372
Three Twins,1908-06-15,1909-03-20,1908,1909.0,Herald Square Theatre,Original,Musical,289.0,0,0,0,0,0,1380,7292
The Three Wishes,1908-09-05,1909-05-29,1908,1909.0,Hippodrome Theatre,Original,Musical,448.0,0,0,0,0,0,1381,5372
The Yankee Prince,1908-04-20,1908-08-29,1908,1908.0,Knickerbocker Theatre,Original,Musical,112.0,0,0,0,0,0,1383,5300
The Belle of Brittany,1909-11-08,1910-01-08,1909,1910.0,Daly's Theatre,Original,Musical,72.0,0,0,0,0,0,1385,5346
Cohan and Harris Minstrels [1909],1909-08-16,N/A,1909,N/A,New York Theatre,Original,N/A,16.0,0,0,0,0,0,1388,5331
Havana,1909-02-11,N/A,1909,N/A,Casino Theatre,Original,Musical,236.0,0,0,0,0,0,1393,7167
The Man Who Owns Broadway,1909-10-11,N/A,1909,N/A,New York Theatre,Original,Musical,128.0,0,0,0,0,0,1398,5331
The Midnight Sons,1909-05-22,N/A,1909,N/A,Broadway Theatre,Original,Musical,257.0,0,0,0,0,0,1400,5017
The Red Moon,1909-05-03,N/A,1909,N/A,Majestic Theatre,Original,Musical,32.0,0,0,0,0,0,1407,5052
The Rose of Algeria,1909-09-20,N/A,1909,N/A,Herald Square Theatre,Original,Musical,48.0,0,0,0,0,0,1408,7292
The Bachelor Belles,1910-11-07,1910-12-03,1910,1910.0,Globe Theatre,Original,Musical,32.0,0,0,0,0,0,1410,5135
The Chocolate Soldier,1910-10-03,N/A,1910,N/A,Circle Theatre,Revival,Musical,8.0,0,1,0,0,0,1412,7189
The Mikado,1910-05-30,N/A,1910,N/A,Casino Theatre,Revival,Musical,48.0,0,1,0,0,0,1428,7167
Our Miss Gibbs,1910-08-29,1910-10-22,1910,1910.0,Knickerbocker Theatre,Original,Musical,57.0,0,0,0,0,0,1432,5300
Up and Down Broadway,1910-07-18,1910-09-17,1910,1910.0,Casino Theatre,Original,Musical,72.0,0,0,0,0,0,1438,7167
The Yankee Girl,1910-02-10,1910-05-01,1910,1910.0,Herald Square Theatre,Original,Musical,92.0,0,0,0,0,0,1439,7292
Barry of Ballymore,1911-01-30,N/A,1911,N/A,Academy of Music,Original,Musical,24.0,0,0,0,0,0,1443,5339
La Belle Paree,1911-03-20,1911-06-10,1911,1911.0,Winter Garden Theatre,Original,Musical,96.0,0,0,0,0,0,1444,5090
Betsy,1911-12-11,N/A,1911,N/A,Herald Square Theatre,Original,Musical,32.0,0,0,0,0,0,1445,7292
The Bohemian Girl,1911-03-13,N/A,1911,N/A,Majestic Theatre,Revival,Opera,24.0,0,1,0,0,0,1446,5052
The Duchess,1911-10-16,N/A,1911,N/A,Lyric Theatre,Original,Musical,24.0,0,0,0,0,0,1449,7358
The Enchantress,1911-10-19,N/A,1911,N/A,New York Theatre,Original,Musical,112.0,0,0,0,0,0,1450,5331
"Hello, Paris",1911-08-19,1911-09-30,1911,1911.0,Folies-Bergere,Original,Musical,38.0,0,0,0,0,0,1455,7237
H.M.S. Pinafore,1911-05-29,N/A,1911,N/A,Casino Theatre,Revival,Musical,48.0,0,1,0,0,0,1458,7167
The Happiest Night of His Life,1911-02-20,N/A,1911,N/A,Criterion Center Stage Right,Original,N/A,24.0,0,0,0,0,0,1459,5271
The Little Millionaire,1911-09-25,1912-03-09,1911,1912.0,George M. Cohan's Theatre,Original,Musical,192.0,0,0,0,0,0,1466,5266
Marriage a la Carte,1911-01-02,N/A,1911,N/A,Casino Theatre,Original,Musical,64.0,0,0,0,0,0,1469,7167
Vera Violetta,1911-11-20,1912-02-24,1911,1912.0,Winter Garden Theatre,Original,Musical,112.0,0,0,0,0,0,1480,5090
An Aztec Romance,1912-09-16,1912-09-21,1912,1912.0,Manhattan Opera House,Original,Play,8.0,0,0,0,0,0,1484,7375
Baron Trenck,1912-03-11,1912-04-13,1912,1912.0,Casino Theatre,Original,Musical,40.0,0,0,0,0,0,1486,7167
(From) Broadway to Paris,1912-11-20,N/A,1912,N/A,Winter Garden Theatre,Original,Musical,77.0,0,0,0,0,0,1494,7070
H.M.S. Pinafore,1912-06-27,N/A,1912,N/A,Casino Theatre,Revival,Musical,2.0,0,1,0,0,0,1498,7167
The Lady of the Slipper,1912-10-28,1913-05-17,1912,1913.0,Globe Theatre,Original,Musical,232.0,0,0,0,0,0,1500,5135
Macushla,1912-02-05,1912-02-24,1912,1912.0,Grand Opera House,Original,N/A,24.0,0,0,0,0,0,1502,5720
The Merry Countess,1912-08-20,1912-12-14,1912,1912.0,Casino Theatre,Original,Musical,135.0,0,0,0,0,0,1505,7167
The Mikado,1912-06-29,1912-06-29,1912,1912.0,Casino Theatre,Revival,Musical,2.0,0,1,0,0,0,1506,7167
A Night With the Pierrots,1912-03-05,1912-06-29,1912,1912.0,Winter Garden Theatre,Original,Musical,136.0,0,0,0,0,0,1510,5090
Oh! Oh! Delphine,1912-09-30,1913-05-02,1912,1913.0,Knickerbocker Theatre,Original,Musical,258.0,0,0,0,0,0,1511,5300
Patience,1912-05-06,1912-06-01,1912,1912.0,Lyric Theatre,Revival,Musical,32.0,0,1,0,0,0,1514,5049
The Red Petticoat,1912-11-13,1913-01-04,1912,1913.0,Daly's Theatre,Original,Musical,61.0,0,0,0,0,0,1516,5346
Sesostra,1912-03-05,1912-06-29,1912,1912.0,Winter Garden Theatre,Original,Musical,136.0,0,0,0,0,0,1521,5090
Whirl of Society,1912-03-05,1912-06-29,1912,1912.0,Winter Garden Theatre,Original,Musical,136.0,0,0,0,0,0,1527,5090
The Beggar Student,1913-03-22,N/A,1913,N/A,Casino Theatre,Revival,Musical,33.0,0,1,0,0,0,1530,7167
The Geisha,1913-03-27,N/A,1913,N/A,44th Street Theatre,Revival,Musical,52.0,0,1,0,0,0,1533,7488
The Girl on the Film,1913-12-29,N/A,1913,N/A,44th Street Theatre,Original,Musical,64.0,0,0,0,0,0,1534,5000
High Jinks,1913-12-10,N/A,1913,N/A,Lyric Theatre,Original,Musical,213.0,0,0,0,0,0,1536,5049
The Honeymoon Express,1913-02-06,N/A,1913,N/A,Winter Garden Theatre,Original,Musical,156.0,0,0,0,0,0,1537,5090
H.M.S. Pinafore,1913-05-05,N/A,1913,N/A,Casino Theatre,Revival,Musical,8.0,0,1,0,0,0,1538,7167
Hop O' My Thumb,1913-11-26,N/A,1913,N/A,Manhattan Opera House,Original,N/A,46.0,0,0,0,0,0,1539,7375
Iolanthe,1913-05-12,N/A,1913,N/A,Casino Theatre,Revival,Opera,40.0,0,1,0,0,0,1540,7167
Iole,1913-12-29,N/A,1913,N/A,Longacre Theatre,Original,Musical,24.0,0,0,0,0,0,1541,5211
Lieber Augustin,1913-09-03,N/A,1913,N/A,Casino Theatre,Original,Musical,37.0,0,0,0,0,0,1543,7167
The Little Cafe,1913-11-10,N/A,1913,N/A,New Amsterdam Theatre,Original,Musical,144.0,0,0,0,0,0,1544,5169
The Madcap Duchess,1913-11-11,N/A,1913,N/A,Globe Theatre,Original,Musical,71.0,0,0,0,0,0,1545,5135
The Man With Three Wives,1913-01-23,N/A,1913,N/A,Weber and Fields' Music Hall,Original,Musical,52.0,0,0,0,0,0,1546,7487
The Mikado,1913-04-21,1913-05-03,1913,1913.0,Casino Theatre,Revival,Musical,16.0,0,1,0,0,0,1548,7167
"Oh, I Say!",1913-10-30,N/A,1913,N/A,Casino Theatre,Original,Musical,68.0,0,0,0,0,0,1552,7167
The Passing Show of 1913,1913-07-24,N/A,1913,N/A,Winter Garden Theatre,Original,N/A,58.0,0,0,0,0,0,1553,7070
The Pleasure Seekers,1913-11-03,N/A,1913,N/A,Winter Garden Theatre,Original,Revue,72.0,0,0,0,0,0,1554,5090
Rob Roy,1913-09-15,N/A,1913,N/A,Liberty Theatre,N/A,Musical,24.0,0,0,0,0,0,1556,5250
The Sunshine Girl,1913-02-03,N/A,1913,N/A,Knickerbocker Theatre,Original,Musical,181.0,0,0,0,0,0,1558,5300
When Dreams Come True,1913-08-18,N/A,1913,N/A,Lyric Theatre,Original,Musical,64.0,0,0,0,0,0,1559,5049
Dancing Around,1914-10-10,N/A,1914,N/A,Winter Garden Theatre,Original,Musical,145.0,0,0,0,0,0,1564,5090
The Débutante,1914-12-07,N/A,1914,N/A,Knickerbocker Theatre,Original,Musical,48.0,0,0,0,0,0,1566,5300
"Hello, Broadway!",1914-12-25,N/A,1914,N/A,Astor Theatre,Original,Revue,123.0,0,0,0,0,0,1569,5889
H.M.S. Pinafore,1914-04-09,N/A,1914,N/A,Hippodrome Theatre,Revival,Musical,77.0,0,1,0,0,0,1570,5372
The Only Girl,1914-11-02,N/A,1914,N/A,39th Street Theatre,Original,Musical,240.0,0,0,0,0,0,1578,5449
The Passing Show of 1914,1914-06-01,N/A,1914,N/A,Winter Garden Theatre,Original,N/A,133.0,0,0,0,0,0,1580,7070
The Queen of the Movies,1914-01-12,N/A,1914,N/A,Globe Theatre,Original,Musical,104.0,0,0,0,0,0,1582,5135
The Laughing Husband,1914-02-02,N/A,1914,N/A,Knickerbocker Theatre,Original,Musical,48.0,0,0,0,0,0,1587,5300
When Claudia Smiles,1914-02-02,N/A,1914,N/A,39th Street Theatre,Original,N/A,56.0,0,0,0,0,0,1590,5449
The Girl from Utah,1915-08-09,N/A,1915,N/A,Knickerbocker Theatre,Original,Musical,24.0,0,0,0,0,0,1594,5300
H.M.S. Pinafore,1915-04-19,1915-06-19,1915,1915.0,48th Street Theatre,Revival,Musical,N/A,0,1,0,1,1,1597,7094
Iolanthe,1915-06-10,1915-06-17,1915,1915.0,48th Street Theatre,Revival,Opera,4.0,0,1,0,1,1,1599,7094
90 in the Shade,1915-01-25,N/A,1915,N/A,Knickerbocker Theatre,Original,Musical,40.0,0,0,0,0,0,1601,5300
Katinka,1915-12-23,N/A,1915,N/A,44th Street Theatre,Original,Musical,220.0,0,0,0,0,0,1602,5000
Maid in America,1915-02-18,N/A,1915,N/A,Winter Garden Theatre,Original,Revue,108.0,0,0,0,0,0,1603,5090
The Mikado,1915-05-10,1915-06-19,1915,1915.0,48th Street Theatre,Revival,Musical,20.0,0,1,0,1,1,1604,7094
Miss Information,1915-10-05,N/A,1915,N/A,George M. Cohan's Theatre,Original,Musical,47.0,0,0,0,0,0,1605,5266
Nobody Home,1915-04-20,N/A,1915,N/A,Princess Theatre,Original,N/A,135.0,0,0,0,0,0,1607,7429
The Passing Show of 1915,1915-05-29,N/A,1915,N/A,Winter Garden Theatre,Original,Revue,145.0,0,0,0,0,0,1608,7070
The Princess Pat,1915-09-29,N/A,1915,N/A,Cort Theatre,Original,Opera,158.0,0,0,0,0,0,1611,5028
The Sorcerer,1915-05-24,1915-06-05,1915,1915.0,48th Street Theatre,Revival,Musical,16.0,0,1,0,1,1,1613,7094
Stop! Look! Listen!,1915-12-25,N/A,1915,N/A,Globe Theatre,Original,Musical,105.0,0,0,0,0,0,1614,5135
Trial by Jury,1915-04-19,1915-06-19,1915,1915.0,48th Street Theatre,Revival,Musical,N/A,0,1,0,1,1,1616,7094
The Yeomen of the Guard,1915-04-19,1915-05-08,1915,1915.0,48th Street Theatre,Revival,Musical,24.0,0,1,0,1,1,1618,7094
Betty,1916-10-03,1916-11-01,1916,1916.0,Globe Theatre,Original,Musical,63.0,0,0,0,0,0,1619,5135
The Big Show,1916-08-31,N/A,1916,N/A,Hippodrome Theatre,Original,Revue,425.0,0,0,0,0,0,1620,5372
Flora Bella,1916-09-11,N/A,1916,N/A,Casino Theatre,Original,Musical,112.0,0,0,0,0,0,1624,7167
Follow Me,1916-11-29,N/A,1916,N/A,Casino Theatre,Original,Musical,78.0,0,0,0,0,0,1625,7167
Miss Springtime,1916-09-25,N/A,1916,N/A,New Amsterdam Theatre,Original,Musical,224.0,0,0,0,0,0,1629,5169
The Passing Show of 1916,1916-06-22,N/A,1916,N/A,Winter Garden Theatre,Original,N/A,140.0,0,0,0,0,0,1631,7070
Pierrot the Prodigal,1916-09-06,N/A,1916,N/A,Booth Theatre,Revival,N/A,165.0,0,1,0,0,0,1632,5334
"Robinson Crusoe, Jr.",1916-02-17,N/A,1916,N/A,Winter Garden Theatre,Original,Musical,139.0,0,0,0,0,0,1635,5090
See America First,1916-03-28,N/A,1916,N/A,Maxine Elliott's Theatre,Original,Musical,15.0,0,0,0,0,0,1636,5622
Sybil,1916-01-10,N/A,1916,N/A,Liberty Theatre,Original,Musical,168.0,0,0,0,0,0,1640,5250
Yvette,1916-08-10,N/A,1916,N/A,39th Street Theatre,Original,Musical,4.0,0,0,0,0,0,1641,5449
Dance and Grow Thin,1917-01-18,N/A,1917,N/A,Cocoanut Grove Theatre,Original,Musical,117.0,0,0,0,0,0,1644,7193
Eileen,1917-03-19,N/A,1917,N/A,Shubert Theatre,Original,Opera,64.0,0,0,0,0,0,1646,5075
Going Up,1917-12-25,N/A,1917,N/A,Liberty Theatre,Original,Musical,351.0,0,0,0,0,0,1649,5250
Her Regiment,1917-11-12,N/A,1917,N/A,Broadhurst Theatre,N/A,Musical,56.0,0,0,0,0,0,1652,5016
The Highwayman,1917-05-02,N/A,1917,N/A,44th Street Theatre,Revival,Musical,22.0,0,1,0,0,0,1653,7488
Hitchy-Koo [1917],1917-06-07,N/A,1917,N/A,Cohan and Harris,Original,Revue,220.0,0,0,0,0,0,1655,7163
Jack O'Lantern,1917-10-16,N/A,1917,N/A,Globe Theatre,Original,Musical,265.0,0,0,0,0,0,1656,5135
Love o' Mike,1917-01-15,N/A,1917,N/A,Shubert Theatre,Original,Musical,233.0,0,0,0,0,0,1659,5075
Miss 1917,1917-11-05,N/A,1917,N/A,Century Theatre,Original,Musical,72.0,0,0,0,0,0,1660,7180
A Night in Spain,1917-12-06,N/A,1917,N/A,Cocoanut Grove Theatre,Original,Musical,33.0,0,0,0,0,0,1662,7193
The Passing Show of 1917,1917-04-26,N/A,1917,N/A,Winter Garden Theatre,Original,N/A,196.0,0,0,0,0,0,1666,7070
When Johnny Comes Marching Home,1917-05-07,N/A,1917,N/A,New Amsterdam Theatre,Revival,Musical,48.0,0,1,0,0,0,1669,5169
Words and Music,1917-12-24,N/A,1917,N/A,Fulton Theatre,Original,Musical,24.0,0,0,0,0,0,1670,7238
You're in Love,1917-02-06,N/A,1917,N/A,Casino Theatre,Original,Musical,167.0,0,0,0,0,0,1671,7167
Ziegfeld Follies of 1917,1917-06-12,N/A,1917,N/A,New Amsterdam Theatre,Original,Revue,111.0,0,0,0,0,0,1672,5169
Atta Boy,1918-12-23,N/A,1918,N/A,Lexington Theatre,Original,Musical,24.0,0,0,0,0,0,1673,6071
The Canary,1918-11-04,N/A,1918,N/A,Globe Theatre,Original,Musical,152.0,0,0,0,0,0,1676,5135
Head Over Heels,1918-08-29,N/A,1918,N/A,Tremont Theatre,Original,Musical,100.0,0,0,0,0,0,1689,6600
Hitchy-Koo [1918],1918-06-06,N/A,1918,N/A,Globe Theatre,Original,Revue,68.0,0,0,0,0,0,1690,5135
Ladies First,1918-10-24,N/A,1918,N/A,Broadhurst Theatre,Original,Musical,164.0,0,0,0,0,0,1692,5016
Listen Lester,1918-12-23,N/A,1918,N/A,Knickerbocker Theatre,Original,Musical,272.0,0,0,0,0,0,1694,5300
The Maid of the Mountains,1918-09-11,N/A,1918,N/A,Casino Theatre,Original,Musical,37.0,0,0,0,0,0,1697,7167
The Melting of Molly,1918-12-30,N/A,1918,N/A,Broadhurst Theatre,Original,Musical,88.0,0,0,0,0,0,1698,5016
"Oh, Look!",1918-03-07,N/A,1918,N/A,Vanderbilt Theatre,Original,Musical,68.0,0,0,0,0,0,1700,5086
The Passing Show of 1918,1918-07-25,N/A,1918,N/A,Winter Garden Theatre,Original,Revue,142.0,0,0,0,0,0,1702,5090
The Rainbow Girl,1918-04-01,N/A,1918,N/A,New Amsterdam Theatre,Original,Musical,160.0,0,0,0,0,0,1703,5169
Rock-a-Bye Baby,1918-05-22,N/A,1918,N/A,Astor Theatre,Original,Musical,85.0,0,0,0,0,0,1704,5889
Somebody's Sweetheart,1918-12-23,N/A,1918,N/A,Central Theatre,Original,Musical,224.0,0,0,0,0,0,1707,5525
Sometime,1918-10-04,N/A,1918,N/A,Shubert Theatre,Original,Play,283.0,0,0,0,0,0,1708,5075
Toot-Toot!,1918-03-11,N/A,1918,N/A,George M. Cohan's Theatre,Original,Musical,40.0,0,0,0,0,0,1709,5266
Yip Yip Yaphank,1918-08-19,N/A,1918,N/A,Century Theatre,Original,Revue,32.0,0,0,0,0,0,1712,7180
"You Know Me, Al!",1918-04-11,N/A,1918,N/A,Lexington Theatre,Original,Musical,22.0,0,0,0,0,0,1713,6071
"Good Morning, Judge",1919-02-06,1919-06-06,1919,1919.0,Shubert Theatre,Original,Musical,140.0,0,0,0,0,0,1721,5075
Happy Days,1919-08-23,N/A,1919,N/A,Hippodrome Theatre,Original,Musical,452.0,0,0,0,0,0,1722,5372
Hitchy-Koo [1919],1919-10-06,N/A,1919,N/A,Liberty Theatre,Original,Revue,56.0,0,0,0,0,0,1724,5250
La-La-Lucille!,1919-05-26,N/A,1919,N/A,Henry Miller's Theatre,Original,Musical,104.0,0,0,0,0,0,1727,5039
The Lady in Red,1919-05-12,N/A,1919,N/A,Lyric Theatre,Original,Musical,48.0,0,0,0,0,0,1728,5049
Linger Longer Letty,1919-11-20,N/A,1919,N/A,Fulton Theatre,Original,Musical,69.0,0,0,0,0,0,1729,7238
The Magic Melody,1919-11-11,N/A,1919,N/A,Shubert Theatre,Original,Musical,143.0,0,0,0,0,0,1731,5075
"Monte Cristo, Jr.",1919-02-12,N/A,1919,N/A,Winter Garden Theatre,Original,Musical,254.0,0,0,0,0,0,1734,7070
"Morris Gest's Midnight Whirl""",1919-12-27,N/A,1919,N/A,Century Promenade,Original,Revue,68.0,0,0,0,0,0,1735,7192
The Passing Show of 1919,1919-10-23,N/A,1919,N/A,Winter Garden Theatre,Original,N/A,280.0,0,0,0,0,0,1739,7070
See-Saw,1919-09-23,1919-12-01,1919,1919.0,Cohan and Harris,Original,Musical,89.0,0,0,0,0,0,1744,7163
She's a Good Fellow,1919-05-05,N/A,1919,N/A,Globe Theatre,Original,Musical,120.0,0,0,0,0,0,1745,7018
The Velvet Lady,1919-02-03,N/A,1919,N/A,New Amsterdam Theatre,Original,Musical,136.0,0,0,0,0,0,1750,5169
Ziegfeld Follies of 1919,1919-06-16,N/A,1919,N/A,New Amsterdam Theatre,N/A,Revue,171.0,0,0,0,0,0,1751,5169
Broadway Brevities of 1920,1920-09-29,N/A,1920,N/A,Winter Garden Theatre,Original,Musical,105.0,0,0,0,0,0,1753,5090
The Girl in the Spotlight,1920-07-12,N/A,1920,N/A,Knickerbocker Theatre,Original,Musical,56.0,0,0,0,0,0,1760,5300
Honey Girl,1920-05-03,N/A,1920,N/A,Cohan and Harris,Original,Musical,142.0,0,0,0,0,0,1764,7163
The Greenwich Village Follies of 1920,1920-08-30,1921-03-05,1920,1921.0,Greenwich Village Theatre,Original,Revue,217.0,0,0,0,0,0,1766,5369
Jimmie,1920-11-17,1921-01-15,1920,1921.0,Apollo Theatre,Original,Musical,71.0,0,0,0,0,0,1769,7132
Macushla,1920-05-17,N/A,1920,N/A,Grand Opera House,Revival,N/A,24.0,0,1,0,0,0,1776,5720
Mary,1920-10-18,1921-04-23,1920,1921.0,Knickerbocker Theatre,Original,N/A,220.0,0,0,0,0,0,1777,5300
The Midnight Rounders of 1920,1920-07-12,1920-11-27,1920,1920.0,Century Promenade,Original,Musical,120.0,0,0,0,0,0,1779,7192
The Night Boat,1920-02-02,N/A,1920,N/A,Liberty Theatre,Original,Musical,313.0,0,0,0,0,0,1781,5250
