title,opening_date,closing_date,year,year_closed,theatre_name,production_type,show_type,n_performances,show_never_opened,revival,pre_broadway,limited_run,repertory,id,theatre_id
Intimate Relations,1932-03-28,N/A,1932,N/A,Ambassador Theatre,Original,Play,32.0,0,0,0,0,0,316959,6987
Life Begins,1932-03-28,N/A,1932,N/A,Selwyn Theatre,Original,Play,8.0,0,0,0,0,0,316960,7063
Border-Land,1932-03-29,N/A,1932,N/A,Biltmore Theatre,Original,Play,23.0,0,0,0,0,0,316961,5199
Black Souls,1932-03-30,N/A,1932,N/A,Provincetown Playhouse,Original,Play,13.0,0,0,0,0,0,316962,7439
Bloodstream,1932-03-30,N/A,1932,N/A,Times Square Theatre,Original,Play,29.0,0,0,0,0,0,316963,5085
We Are No Longer Children,1932-03-31,N/A,1932,N/A,Booth Theatre,Original,Play,12.0,0,0,0,0,0,316964,5334
The Decoy,1932-04-01,N/A,1932,N/A,Royale Theatre,Original,Play,8.0,0,0,0,0,0,316965,7059
Angels Don't Kiss,1932-04-05,N/A,1932,N/A,Belmont Theatre,Original,Play,7.0,0,0,0,0,0,316966,5624
Housewarming,1932-04-07,N/A,1932,N/A,Charles Hopkins Theatre,Original,Play,4.0,0,0,0,0,0,316967,7441
Take My Tip,1932-04-11,N/A,1932,N/A,48th Street Theatre,Original,Play,16.0,0,0,0,0,0,316968,7094
The Tree,1932-04-12,N/A,1932,N/A,Park Lane Theatre,Original,Play,7.0,0,0,0,0,0,316969,7108
Angeline Moves In,1932-04-19,N/A,1932,N/A,Forrest Theatre,Original,Play,7.0,0,0,0,0,0,316970,7006
The Good Fairy,1931-11-24,N/A,1931,N/A,Henry Miller's Theatre,Original,Play,151.0,0,0,0,0,0,316971,5039
Philip Goes Forth,1931-01-12,N/A,1931,N/A,Biltmore Theatre,Original,Play,97.0,0,0,0,0,0,316972,5199
Doctor X,1931-02-09,N/A,1931,N/A,Hudson Theatre,Original,Play,80.0,0,0,0,0,0,316973,6076
Privilege Car,1931-03-03,N/A,1931,N/A,48th Street Theatre,Original,Play,47.0,0,0,0,0,0,316974,7094
Gray Shadow,1931-03-10,N/A,1931,N/A,New Yorker Theatre,Original,Play,39.0,0,0,0,0,0,316975,7011
Miracle at Verdun,1931-03-16,N/A,1931,N/A,Martin Beck Theatre,Original,Play,49.0,0,0,0,0,0,316976,7042
Lady Beyond the Moon,1931-03-31,N/A,1931,N/A,Bijou Theatre,Original,Play,15.0,0,0,0,0,0,316977,7145
Right of Happiness,1931-04-02,N/A,1931,N/A,Vanderbilt Theatre,Original,Play,11.0,0,0,0,0,0,316978,5086
Joy of Living,1931-04-06,N/A,1931,N/A,Theatre Masque,Original,Play,16.0,0,0,0,0,0,316979,7044
The Great Man,1931-04-07,N/A,1931,N/A,Ritz Theatre,Original,Play,7.0,0,0,0,0,0,316980,7057
Company's Coming,1931-04-20,N/A,1931,N/A,Lyceum Theatre,Original,Play,8.0,0,0,0,0,0,316981,7033
School for Virtue,1931-04-21,N/A,1931,N/A,Longacre Theatre,Original,Play,7.0,0,0,0,0,0,316982,5211
The Admirable Crichton,1931-03-09,N/A,1931,N/A,New Amsterdam Theatre,Revival,Play,56.0,0,1,0,0,0,316983,5169
Dracula,1931-04-13,N/A,1931,N/A,Royale Theatre,Revival,Play,8.0,0,1,0,0,0,316984,7059
Six Characters in Search of an Author,1931-04-15,N/A,1931,N/A,Bijou Theatre,Revival,Play,13.0,0,1,0,0,0,316985,7145
It Never Rains,1929-11-19,N/A,1929,N/A,Theatre Republic,Original,Play,185.0,0,0,0,0,0,316987,7446
The Infinite Shoeblack,1930-02-17,N/A,1930,N/A,Maxine Elliott's Theatre,Original,Play,80.0,0,0,0,0,0,316988,5622
Those We Love,1930-02-19,N/A,1930,N/A,John Golden Theatre,Original,Play,77.0,0,0,0,0,0,316989,5043
"Love, Honor and Betray",1930-03-12,N/A,1930,N/A,Eltinge 42nd Street Theatre,Original,Play,45.0,0,0,0,0,0,316990,7230
Dear Old England,1930-03-25,N/A,1930,N/A,Ritz Theatre,Original,Play,23.0,0,0,0,0,0,316991,7057
Broadway Shadows,1930-03-31,N/A,1930,N/A,Belmont Theatre,Original,Play,16.0,0,0,0,0,0,316993,5624
House Afire,1930-03-31,N/A,1930,N/A,Little Theatre,Original,Play,16.0,0,0,0,0,0,316994,7027
Troyka,1930-04-01,N/A,1930,N/A,Hudson Theatre,Original,Play,15.0,0,0,0,0,0,316995,6076
They Never Grow Up,1930-04-07,N/A,1930,N/A,Theatre Masque,Original,Play,24.0,0,0,0,0,0,316996,7044
Live and Learn,1930-04-09,N/A,1930,N/A,Wallack's Theatre,Original,Play,5.0,0,0,0,0,0,316997,7344
Dora Mobridge,1930-04-19,N/A,1930,N/A,Little Theatre,Original,Play,9.0,0,0,0,0,0,316998,7027
The Rivals,1930-03-13,N/A,1930,N/A,Erlanger's Theatre,Revival,Play,28.0,0,1,0,0,0,316999,7000
Broken Dishes,1929-11-05,N/A,1929,N/A,Theatre Masque,Original,Play,178.0,0,0,0,0,0,317000,7044
The Front Page,1928-08-14,N/A,1928,N/A,Times Square Theatre,Original,Play,276.0,0,0,0,0,0,317001,5085
That Ferguson Family,1928-12-22,N/A,1928,N/A,Little Theatre,Original,Play,129.0,0,0,0,0,0,317002,7027
Serena Blandish,1929-01-23,N/A,1929,N/A,Morosco Theatre,Original,Play,93.0,0,0,0,0,0,317003,5488
The Whispering Gallery,1929-02-11,N/A,1929,N/A,Forrest Theatre,Original,Play,79.0,0,0,0,0,0,317004,7006
Conflict,1929-03-06,N/A,1929,N/A,Fulton Theatre,Original,Play,37.0,0,0,0,0,0,317005,7238
A Trip to Scarborough,1929-03-18,N/A,1929,N/A,Cherry Lane Theatre,Original,N/A,30.0,0,0,0,0,0,317006,5307
Security,1929-03-28,N/A,1929,N/A,Maxine Elliott's Theatre,Original,Play,24.0,0,0,0,0,0,317007,5622
He Walked in Her Sleep,1929-04-04,N/A,1929,N/A,Princess Theatre,Original,Play,21.0,0,0,0,0,0,317008,7429
The Vegetable,1929-04-10,N/A,1929,N/A,Cherry Lane Theatre,Original,Play,13.0,0,0,0,0,0,317009,5307
Marry the Man,1929-04-22,N/A,1929,N/A,Fulton Theatre,Original,Play,8.0,0,0,0,0,0,317010,7238
The Lady from the Sea,1929-03-18,N/A,1929,N/A,Bijou Theatre,Revival,Play,24.0,0,1,0,0,0,317011,7145
Under the Gaslight,1929-04-01,N/A,1929,N/A,Fay's Bowery Theatre,Revival,Play,23.0,0,1,0,0,0,317012,7157
Appearances,1929-04-01,N/A,1929,N/A,Hudson Theatre,Revival,Play,24.0,0,1,0,0,0,317013,6076
A Most Immoral Lady,1928-11-26,N/A,1928,N/A,Cort Theatre,Original,Play,160.0,0,0,0,0,0,317014,5028
Saturday's Children,1927-01-26,N/A,1927,N/A,Booth Theatre,Original,Play,326.0,0,0,0,0,0,317015,5334
Jimmie's Women,1927-09-26,N/A,1927,N/A,Biltmore Theatre,Original,Play,216.0,0,0,0,0,0,317016,5199
And So To Bed,1927-11-09,N/A,1927,N/A,Shubert Theatre,Original,Play,189.0,0,0,0,0,0,317017,5075
A Free Soul,1928-01-12,N/A,1928,N/A,Playhouse Theatre,Original,Play,100.0,0,0,0,0,0,317018,5301
"Sh, the Octopus",1928-02-21,N/A,1928,N/A,Royale Theatre,Original,Play,47.0,0,0,0,0,0,317019,7059
The Wrecker,1928-02-27,N/A,1928,N/A,Cort Theatre,Original,Play,40.0,0,0,0,0,0,317020,5028
Her Unborn Child,1928-03-05,N/A,1928,N/A,Eltinge 42nd Street Theatre,Original,Play,47.0,0,0,0,0,0,317021,7230
The Great Necker,1928-03-06,N/A,1928,N/A,Ambassador Theatre,Original,Play,39.0,0,0,0,0,0,317022,6987
The Furies,1928-03-07,N/A,1928,N/A,Shubert Theatre,Original,Play,45.0,0,0,0,0,0,317023,5075
Killers,1928-03-13,N/A,1928,N/A,49th Street Theatre,Original,Play,23.0,0,0,0,0,0,317024,6902
The Behavior of Mrs. Crane,1928-03-20,N/A,1928,N/A,Erlanger's Theatre,Original,Play,23.0,0,0,0,0,0,317025,7000
Divorce a la Carte,1928-03-26,N/A,1928,N/A,Biltmore Theatre,Original,Play,8.0,0,0,0,0,0,317026,5199
The Scarlet Fox,1928-03-27,N/A,1928,N/A,Theatre Masque,Original,Play,79.0,0,0,0,0,0,317027,7044
Martine,1928-04-04,N/A,1928,N/A,American Laboratory,Original,Play,16.0,0,0,0,0,0,317028,7127
Forbidden Roads,1928-04-16,N/A,1928,N/A,Liberty Theatre,Original,Play,16.0,0,0,0,0,0,317029,5250
The Breaks,1928-04-16,N/A,1928,N/A,Klaw Theatre,Original,Play,8.0,0,0,0,0,0,317030,7324
A Lady for a Night,1928-04-16,N/A,1928,N/A,49th Street Theatre,Original,Play,8.0,0,0,0,0,0,317031,6902
Kidding Kidders,1928-04-23,N/A,1928,N/A,Bijou Theatre,Original,Play,8.0,0,0,0,0,0,317032,7145
The Golden Age,1928-04-24,N/A,1928,N/A,Longacre Theatre,Original,Play,6.0,0,0,0,0,0,317033,5211
King Henry V,1928-03-15,N/A,1928,N/A,Hampden's Theatre,Revival,Play,44.0,0,1,0,0,0,317034,7513
The Merry Wives of Windsor,1928-03-19,N/A,1928,N/A,Knickerbocker Theatre,Revival,Play,24.0,0,1,0,0,0,317035,5300
March Hares,1928-04-02,N/A,1928,N/A,Little Theatre,Revival,Play,19.0,0,1,0,0,0,317038,7027
The Play's the Thing,1928-04-09,N/A,1928,N/A,Empire Theatre,Revival,N/A,24.0,0,1,0,0,0,317040,7233
Cock Robin,1928-01-12,N/A,1928,N/A,48th Street Theatre,N/A,Unknown,100.0,0,0,0,0,0,317041,7094
The Command to Love,1927-09-20,N/A,1927,N/A,Longacre Theatre,Original,Play,247.0,0,0,0,0,0,317042,5211
An American Tragedy,1926-10-11,N/A,1926,N/A,Longacre Theatre,Original,Play,216.0,0,0,0,0,0,317043,5211
The Noose,1926-10-20,N/A,1926,N/A,Hudson Theatre,Original,Play,197.0,0,0,0,0,0,317044,6076
Ned McCobb's Daughter,1926-11-29,N/A,1926,N/A,John Golden Theatre,Original,Play,156.0,0,0,0,0,0,317045,5043
The Mystery Man,1927-01-26,N/A,1927,N/A,Nora Bayes Theatre,Original,Play,100.0,0,0,0,0,0,317046,6108
Lally,1927-02-08,N/A,1927,N/A,Greenwich Village Theatre,Original,Play,63.0,0,0,0,0,0,317047,5369
Granite,1927-02-11,N/A,1927,N/A,American Laboratory,Original,Play,70.0,0,0,0,0,0,317048,7127
Right You Are If You Think You Are,1927-03-02,N/A,1927,N/A,Guild Theatre,Original,Play,48.0,0,0,0,0,0,317049,7024
Loud Speaker,1927-03-07,N/A,1927,N/A,52nd Street Theatre,Original,Play,42.0,0,0,0,0,0,317050,7099
Menace,1927-03-14,N/A,1927,N/A,49th Street Theatre,Original,Play,24.0,0,0,0,0,0,317052,6902
That French Lady,1927-03-15,N/A,1927,N/A,Central Theatre,Original,Play,47.0,0,0,0,0,0,317053,5525
Savages Under the Skin,1927-03-24,N/A,1927,N/A,Greenwich Village Theatre,Original,Play,28.0,0,0,0,0,0,317054,5369
Lost,1927-03-28,N/A,1927,N/A,Mansfield Theatre,Original,Play,8.0,0,0,0,0,0,317055,7037
Mariners,1927-03-28,N/A,1927,N/A,Plymouth Theatre,Original,Play,16.0,0,0,0,0,0,317056,7054
Scalawag,1927-03-29,N/A,1927,N/A,49th Street Theatre,Original,Play,7.0,0,0,0,0,0,317057,6902
Fog-Bound,1927-04-01,N/A,1927,N/A,Belmont Theatre,Original,Play,27.0,0,0,0,0,0,317058,5624
Hearts Are Trumps,1927-04-07,N/A,1927,N/A,Morosco Theatre,Original,Play,21.0,0,0,0,0,0,317059,5488
Rapid Transit,1927-04-07,N/A,1927,N/A,Provincetown Playhouse,Original,Play,20.0,0,0,0,0,0,317060,7439
Big Lake,1927-04-11,N/A,1927,N/A,American Laboratory,Original,Play,11.0,0,0,0,0,0,317061,7127
The Tightwad,1927-04-16,N/A,1927,N/A,49th Street Theatre,Original,Play,9.0,0,0,0,0,0,317062,6902
Night Hawk,1926-12-25,N/A,1926,N/A,Frolic Theatre,Revival,Play,144.0,0,1,0,0,0,317063,7118
The Legend of Leonora,1927-03-29,N/A,1927,N/A,Ritz Theatre,Revival,Play,16.0,0,1,0,0,0,317064,7057
Goat Alley,1927-04-20,N/A,1927,N/A,Princess Theatre,Revival,Play,13.0,0,1,0,0,0,317065,7429
The Constant Nymph,1926-12-09,N/A,1926,N/A,Selwyn Theatre,Original,Play,148.0,0,0,0,0,0,317066,7063
The Butter and Egg Man,1925-09-23,N/A,1925,N/A,Longacre Theatre,Original,Play,243.0,0,0,0,0,0,317067,5211
The Enemy,1925-10-20,N/A,1925,N/A,Times Square Theatre,Original,Play,203.0,0,0,0,0,0,317068,5085
"Easy Come, Easy Go",1925-10-26,N/A,1925,N/A,George M. Cohan's Theatre,Original,Play,180.0,0,0,0,0,0,317069,5266
Twelve Miles Out,1925-11-16,N/A,1925,N/A,Playhouse Theatre,Original,Play,188.0,0,0,0,0,0,317070,5301
Easy Virtue,1925-12-07,N/A,1925,N/A,Empire Theatre,Original,Play,147.0,0,0,0,0,0,317071,7233
The Virgin,1926-02-22,N/A,1926,N/A,Maxine Elliott's Theatre,Original,Play,57.0,0,0,0,0,0,317072,5622
90 Horse Power,1926-03-15,N/A,1926,N/A,Ritz Theatre,Original,Play,24.0,0,0,0,0,0,317073,7057
Devils,1926-03-17,N/A,1926,N/A,Maxine Elliott's Theatre,Original,Play,29.0,0,0,0,0,0,317074,5622
Easter One Day More,1926-03-18,N/A,1926,N/A,Princess Theatre,Original,Play,28.0,0,0,0,0,0,317075,7429
The Chief Thing,1926-03-22,N/A,1926,N/A,Guild Theatre,Original,Play,40.0,0,0,0,0,0,317076,7024
What's the Big Idea,1926-03-23,N/A,1926,N/A,Bijou Theatre,Original,Play,23.0,0,0,0,0,0,317077,7145
Schweiger,1926-03-23,N/A,1926,N/A,Mansfield Theatre,Original,Play,30.0,0,0,0,0,0,317078,7037
Beau Gallant,1926-04-05,N/A,1926,N/A,Ritz Theatre,Original,Play,24.0,0,0,0,0,0,317079,7057
Glory Hallelujah,1926-04-06,N/A,1926,N/A,Broadhurst Theatre,Original,Play,15.0,0,0,0,0,0,317080,5016
Ghosts,1926-03-16,N/A,1926,N/A,Comedy Theatre,Revival,Play,34.0,0,1,0,0,0,317081,7196
White Cargo,1926-04-12,N/A,1926,N/A,Daly's 63rd Street Theatre,Revival,Play,16.0,0,1,0,0,0,317082,6055
The Bells,1926-04-13,N/A,1926,N/A,Nora Bayes Theatre,Revival,Play,15.0,0,1,0,0,0,317083,6108
East Lynne,1926-03-10,N/A,1926,N/A,Greenwich Village Theatre,N/A,Play,35.0,0,0,0,0,0,317084,5369
The Jest,1926-02-04,N/A,1926,N/A,Plymouth Theatre,Revival,Play,77.0,0,1,0,0,0,317085,7054
She Had To Know,1925-02-02,N/A,1925,N/A,Times Square Theatre,Original,Play,80.0,0,0,0,0,0,317086,5085
The Complex,1925-03-03,N/A,1925,N/A,Booth Theatre,Original,Play,38.0,0,0,0,0,0,317087,5334
Puppets,1925-03-09,N/A,1925,N/A,Selwyn Theatre,Original,Play,54.0,0,0,0,0,0,317088,7063
The Devil Within,1925-03-16,N/A,1925,N/A,Hudson Theatre,Original,Play,24.0,0,0,0,0,0,317089,6076
The Blue Peter,1925-03-24,N/A,1925,N/A,52nd Street Theatre,Original,Play,38.0,0,0,0,0,0,317090,7099
Cain,1925-04-08,N/A,1925,N/A,Lenox Little Theatre,Original,Play,14.0,0,0,0,0,0,317091,7339
Aren't We All?,1925-04-13,N/A,1925,N/A,Globe Theatre,Original,Play,16.0,0,0,0,0,0,317092,7018
The Sapphire Ring,1925-04-15,N/A,1925,N/A,Selwyn Theatre,Original,Play,13.0,0,0,0,0,0,317093,7063
Thrills,1925-04-16,N/A,1925,N/A,Comedy Theatre,Original,Play,12.0,0,0,0,0,0,317094,7196
Candida,1924-12-12,N/A,1924,N/A,48th Street Theatre,Revival,Play,143.0,0,1,0,0,0,317095,7094
Beggar on Horseback,1925-03-23,N/A,1925,N/A,Shubert Theatre,Revival,Play,16.0,0,1,0,0,0,317096,5075
The Little Minister,1925-03-23,N/A,1925,N/A,Globe Theatre,Revival,Play,16.0,0,1,0,0,0,317097,7018
The Servant in the House,1925-04-07,N/A,1925,N/A,48th Street Theatre,Revival,Play,8.0,0,1,0,0,0,317098,7094
Loggerheads,1925-02-09,N/A,1925,N/A,Cherry Lane Theatre,N/A,Unknown,72.0,0,0,0,0,0,317099,5307
The Dark Angel,1925-02-10,N/A,1925,N/A,Longacre Theatre,N/A,Unknown,63.0,0,0,0,0,0,317100,5211
Ostriches,1925-03-30,N/A,1925,N/A,Comedy Theatre,Original,Play,8.0,0,0,0,0,0,317101,7196
For All of Us,1923-10-15,N/A,1923,N/A,49th Street Theatre,Original,Play,216.0,0,0,0,0,0,317102,6902
In the Next Room,1923-11-27,N/A,1923,N/A,Vanderbilt Theatre,Original,Play,159.0,0,0,0,0,0,317103,5086
Hurricane,1923-12-25,N/A,1923,N/A,Frolic Theatre,Original,Play,125.0,0,0,0,0,0,317104,7118
Hell-bent Fer Heaven,1924-01-04,N/A,1924,N/A,Klaw Theatre,Original,Play,122.0,0,0,0,0,0,317105,7324
Merry Wives of Gotham,1924-01-16,N/A,1924,N/A,Henry Miller's Theatre,Original,Play,96.0,0,0,0,0,0,317106,5039
Mr. Pitt,1924-01-22,N/A,1924,N/A,39th Street Theatre,Original,Play,87.0,0,0,0,0,0,317107,5449
Rust,1924-01-31,N/A,1924,N/A,Greenwich Village Theatre,Original,Play,82.0,0,0,0,0,0,317108,5369
The Wonderful Visit,1924-02-12,N/A,1924,N/A,Lenox Hill Theatre,Original,Play,56.0,0,0,0,0,0,317109,7338
The Moon-Flower,1924-02-25,N/A,1924,N/A,Astor Theatre,Original,Play,48.0,0,0,0,0,0,317110,5889
Welded,1924-03-17,N/A,1924,N/A,39th Street Theatre,Original,Play,24.0,0,0,0,0,0,317111,5449
Across the Street,1924-03-24,N/A,1924,N/A,Hudson Theatre,Original,Play,32.0,0,0,0,0,0,317112,6076
The Main Line,1924-03-25,N/A,1924,N/A,Klaw Theatre,Original,Play,18.0,0,0,0,0,0,317113,7324
The Admiral,1924-04-27,N/A,1924,N/A,48th Street Theatre,Original,Play,4.0,0,0,0,0,0,317114,7094
Macbeth,1924-03-15,N/A,1924,N/A,48th Street Theatre,Revival,Play,33.0,0,1,0,0,0,317115,7094
Loyalties,1922-09-27,N/A,1922,N/A,Gaiety Theatre,Original,Play,220.0,0,0,0,0,0,317116,7245
The Love Child,1922-11-14,N/A,1922,N/A,George M. Cohan's Theatre,Original,Play,167.0,0,0,0,0,0,317117,5266
The God of Vengeance,1922-12-20,N/A,1922,N/A,Provincetown Playhouse,Original,Play,133.0,0,0,0,0,0,317118,7439
The Masked Woman,1922-12-22,N/A,1922,N/A,Eltinge 42nd Street Theatre,Original,Play,115.0,0,0,0,0,0,317119,7230
Why Not?,1922-12-25,N/A,1922,N/A,48th Street Theatre,Original,Play,120.0,0,0,0,0,0,317120,7094
Roger Bloomer,1923-03-01,N/A,1923,N/A,48th Street Theatre,Original,Play,50.0,0,0,0,0,0,317121,7094
The Guilty One,1923-03-20,N/A,1923,N/A,Selwyn Theatre,Original,Play,31.0,0,0,0,0,0,317122,7063
Sandro Botticelli,1923-03-26,N/A,1923,N/A,Provincetown Playhouse,Original,Play,24.0,0,0,0,0,0,317123,7439
The Dice of the Gods,1923-04-05,N/A,1923,N/A,National Theatre,Original,Play,20.0,0,0,0,0,0,317124,7050
Anathema,1923-04-10,N/A,1923,N/A,48th Street Theatre,Original,Play,15.0,0,0,0,0,0,317125,7094
Within Four Walls,1923-04-17,N/A,1923,N/A,Selwyn Theatre,Original,Play,15.0,0,0,0,0,0,317126,7063
As You Like It,1923-04-23,N/A,1923,N/A,48th Street Theatre,Revival,Play,8.0,0,1,0,0,0,317127,7094
Anything Might Happen,1923-02-20,N/A,1923,N/A,Comedy Theatre,Original,Play,63.0,0,0,0,0,0,317128,7196
Enter Madame,1920-08-16,N/A,1920,N/A,Garrick Theatre,Original,Play,350.0,0,0,0,0,0,317129,7524
The Mountain Man,1921-12-12,N/A,1921,N/A,Maxine Elliott's Theatre,Original,Play,163.0,0,0,0,0,0,317130,5622
The Law Breaker,1922-02-01,N/A,1922,N/A,Booth Theatre,Original,Play,90.0,0,0,0,0,0,317131,5334
Your Woman and Mine,1922-02-27,N/A,1922,N/A,Klaw Theatre,Original,Play,48.0,0,0,0,0,0,317132,7324
The First Fifty Years,1922-03-13,N/A,1922,N/A,Princess Theatre,Original,Play,48.0,0,0,0,0,0,317133,7429
Taboo,1922-04-04,N/A,1922,N/A,Sam H. Harris Theatre,Original,Play,3.0,0,0,0,0,0,317134,6152
The Green Ring,1922-04-04,N/A,1922,N/A,Neighborhood Playhouse,Original,Play,30.0,0,0,0,0,0,317135,7404
Lady Bug,1922-04-17,N/A,1922,N/A,Apollo Theatre,Original,Play,5.0,0,0,0,0,0,317136,7132
Candida,1922-03-22,N/A,1922,N/A,Greenwich Village Theatre,Revival,Play,43.0,0,1,0,0,0,317137,5369
The National Anthem,1922-01-23,N/A,1922,N/A,Henry Miller's Theatre,Original,Play,114.0,0,0,0,0,0,317138,5039
The Woman of Bronze,1920-09-07,N/A,1920,N/A,Frazee Theatre,Original,Play,252.0,0,0,0,0,0,317139,7343
The Emperor Jones,1920-11-01,N/A,1920,N/A,Neighborhood Playhouse,Original,Play,204.0,0,0,0,0,0,317140,7404
The Broken Wing,1920-11-29,N/A,1920,N/A,48th Street Theatre,Original,Play,171.0,0,0,0,0,0,317141,7094
Cornered,1920-12-08,N/A,1920,N/A,Astor Theatre,Original,Play,143.0,0,0,0,0,0,317142,5889
Mary Rose,1920-12-22,N/A,1920,N/A,Empire Theatre,Original,Play,127.0,0,0,0,0,0,317143,7233
"Wake Up, Jonathan!",1921-01-17,N/A,1921,N/A,Henry Miller's Theatre,Original,Play,105.0,0,0,0,0,0,317144,5039
Smooth as Silk,1921-02-22,N/A,1921,N/A,Lexington Theatre,Original,Play,50.0,0,0,0,0,0,317145,6071
The Tyranny of Love,1921-03-08,N/A,1921,N/A,Bijou Theatre,Original,Play,60.0,0,0,0,0,0,317146,7145
Anna Christie,1921-11-02,N/A,1921,N/A,Vanderbilt Theatre,Original,Play,177.0,0,0,0,0,0,317147,5086
Mixed Marriage,1920-12-14,N/A,1920,N/A,Bramhall Playhouse,Revival,Play,124.0,0,1,0,0,0,317148,7158
Macbeth,1921-04-19,N/A,1921,N/A,Broadhurst Theatre,Revival,Play,6.0,0,1,0,0,0,317149,5016
The Meanest Man in the World,1920-10-12,N/A,1920,N/A,Hudson Theatre,Original,Play,202.0,0,0,0,0,0,317150,6076
Wedding Bells,1919-11-10,N/A,1919,N/A,Harris Theatre,Original,Play,168.0,0,0,0,0,0,317151,7342
Mamma's Affair,1920-01-19,N/A,1920,N/A,Little Theatre,Original,Play,98.0,0,0,0,0,0,317152,7027
Breakfast in Bed,1920-02-03,N/A,1920,N/A,Eltinge 42nd Street Theatre,Original,Play,75.0,0,0,0,0,0,317153,7230
The Blue Flame,1920-03-15,N/A,1920,N/A,Shubert Theatre,Original,Play,48.0,0,0,0,0,0,317154,5075
Medea,1920-03-22,N/A,1920,N/A,Garrick Theatre,Original,Play,14.0,0,0,0,0,0,317155,7524
The Invisible Foe,1918-12-30,N/A,1918,N/A,Harris Theatre,Original,Play,112.0,0,0,0,0,0,317156,7342
Keep It to Yourself,1918-12-30,N/A,1918,N/A,39th Street Theatre,Original,Play,128.0,0,0,0,0,0,317157,5449
Hobohemia,1919-02-08,N/A,1919,N/A,Greenwich Village Theatre,Original,Play,89.0,0,0,0,0,0,317158,5369
A Sleepless Night,1919-02-18,N/A,1919,N/A,Bijou Theatre,Original,N/A,71.0,0,0,0,0,0,317159,7145
The Fortune Teller,1919-02-27,N/A,1919,N/A,Theatre Republic,Original,Play,68.0,0,0,0,0,0,317160,7446
A Burgomaster of Belgium,1919-03-24,N/A,1919,N/A,Belmont Theatre,Original,Play,32.0,0,0,0,0,0,317161,5624
Papa,1919-04-10,N/A,1919,N/A,Little Theatre,Original,Play,12.0,0,0,0,0,0,317162,7027
His Honor: Abe Potash,1919-10-14,N/A,1919,N/A,Bijou Theatre,Original,Play,215.0,0,0,0,0,0,317163,7145
Tiger! Tiger!,1918-11-12,N/A,1918,N/A,Belasco Theatre,N/A,Unknown,183.0,0,0,0,0,0,317164,5205
Yes or No,1917-12-21,N/A,1917,N/A,48th Street Theatre,Original,Play,147.0,0,0,0,0,0,317165,7094
Why Marry?,1917-12-25,N/A,1917,N/A,Astor Theatre,Original,Play,120.0,0,0,0,0,0,317166,5889
Her Country,1918-02-21,N/A,1918,N/A,Punch and Judy Theatre,Original,Play,76.0,0,0,0,0,0,317167,7440
The Wild Duck,1918-03-11,N/A,1918,N/A,Plymouth Theatre,Original,Play,32.0,0,0,0,0,0,317168,7054
The Squab Farm,1918-03-13,N/A,1918,N/A,Bijou Theatre,Original,Play,45.0,0,0,0,0,0,317169,7145
Pan and the Young Shepherd,1918-03-18,N/A,1918,N/A,Greenwich Village Theatre,Original,Play,32.0,0,0,0,0,0,317170,5369
The Fountain of Youth,1918-04-01,N/A,1918,N/A,Henry Miller's Theatre,Original,Play,32.0,0,0,0,0,0,317171,5039
An American Ace,1918-04-02,N/A,1918,N/A,Casino Theatre,Original,Play,32.0,0,0,0,0,0,317172,7167
The Army with Banners,1918-04-09,N/A,1918,N/A,Theatre du Vieux Columbier,Original,Play,17.0,0,0,0,0,0,317173,7525
A Night at an Inn,1918-04-15,N/A,1918,N/A,George M. Cohan's Theatre,Original,Play,16.0,0,0,0,0,0,317174,5266
Service,1918-04-15,N/A,1918,N/A,George M. Cohan's Theatre,Original,Play,16.0,0,0,0,0,0,317175,5266
Hedda Gabler,1918-04-08,N/A,1918,N/A,Plymouth Theatre,Revival,Play,24.0,0,1,0,0,0,317176,7054
Cheating Cheaters,1916-08-09,N/A,1916,N/A,Eltinge 42nd Street Theatre,Original,Play,286.0,0,0,0,0,0,317177,7230
Keeping Up Appearances,1916-11-08,N/A,1916,N/A,Bramhall Playhouse,N/A,Play,173.0,0,0,0,0,0,317178,7158
The Professor's Love Story,1917-02-26,N/A,1917,N/A,Knickerbocker Theatre,N/A,Play,48.0,0,0,0,0,0,317179,5300
Nju,1917-03-22,N/A,1917,N/A,Bandbox Theatre,N/A,Unknown,44.0,0,0,0,0,0,317180,7138
Grasshopper,1917-04-07,N/A,1917,N/A,Maxine Elliott's Theatre,N/A,Unknown,3.0,0,0,0,0,0,317181,5622
The Great Pursuit,1916-03-22,N/A,1916,N/A,Shubert Theatre,Original,Play,29.0,0,0,0,0,0,317182,5075
The House of Glass,1915-09-01,N/A,1915,N/A,Candler Theatre,N/A,Unknown,245.0,0,0,0,0,0,317183,7162
Abe and Mawruss,1915-10-21,N/A,1915,N/A,Lyric Theatre,N/A,Unknown,196.0,0,0,0,0,0,317184,7358
The Blue Envelope,1916-03-13,N/A,1916,N/A,Cort Theatre,N/A,Unknown,48.0,0,0,0,0,0,317185,5028
Treasure Island,1915-12-01,N/A,1915,N/A,Punch and Judy Theatre,Original,Play,205.0,0,0,0,0,0,317186,7440
The Law of the Land,1914-09-30,N/A,1914,N/A,48th Street Theatre,Original,Play,221.0,0,0,0,0,0,317187,7094
Polygamy,1914-12-01,N/A,1914,N/A,Playhouse Theatre,Original,Play,159.0,0,0,0,0,0,317188,5301
The Clever Ones,1915-01-28,N/A,1915,N/A,Punch and Judy Theatre,Original,Play,100.0,0,0,0,0,0,317189,7440
